"ITTER107","Territory","TIPO_DATO_VIOLENZA","Data type","SEXISTAT1","Gender","TITOLO_STUDIO","Educational level","STEREOTIPI","Stereotypes about gender roles, behaviours regarding intimate partner","OPINIONI_A","Degree of agreement","TIME","Select time","Value","Flag Codes","Flags"
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","SEWNRAP","serious women don’t get raped","STRAGR","strongly agree","2018","2018",6.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","SEWNRAP","serious women don’t get raped","STRAGR","strongly agree","2018","2018",2.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","SEWNRAP","serious women don’t get raped","STRAGR","strongly agree","2018","2018",0.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","STRAGR","strongly agree","2018","2018",0.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","STRAGR","strongly agree","2018","2018",1.6,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","STRAGR","strongly agree","2018","2018",0.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","STRAGR","strongly agree","2018","2018",0.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","STRAGR","strongly agree","2018","2018",0.6,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","STRAGR","strongly agree","2018","2018",3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","STRAGR","strongly agree","2018","2018",1.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","STRAGR","strongly agree","2018","2018",0.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","STRAGR","strongly agree","2018","2018",2.6,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","STRAGR","strongly agree","2018","2018",6.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","STRAGR","strongly agree","2018","2018",4.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","STRAGR","strongly agree","2018","2018",1.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","OACVIF","often accusations of sexual violence are false","STRAGR","strongly agree","2018","2018",0.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","OACVIF","often accusations of sexual violence are false","STRAGR","strongly agree","2018","2018",1.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","OACVIF","often accusations of sexual violence are false","STRAGR","strongly agree","2018","2018",1.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","OACVIF","often accusations of sexual violence are false","STRAGR","strongly agree","2018","2018",0.5,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WPROVSEX","women can provoke sexual violence by how they dress","STRAGR","strongly agree","2018","2018",5.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","NP","no educational degree, final assessment (Primary school)","WPROVSEX","women can provoke sexual violence by how they dress","STRAGR","strongly agree","2018","2018",13.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","LSE","diploma of lower secondary education","WPROVSEX","women can provoke sexual violence by how they dress","STRAGR","strongly agree","2018","2018",9.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WPROVSEX","women can provoke sexual violence by how they dress","STRAGR","strongly agree","2018","2018",1.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","STRAGR","strongly agree","2018","2018",12.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","NP","no educational degree, final assessment (Primary school)","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","STRAGR","strongly agree","2018","2018",13.6,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","LSE","diploma of lower secondary education","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","STRAGR","strongly agree","2018","2018",14.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","STRAGR","strongly agree","2018","2018",9.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","SEWNRAP","serious women don’t get raped","STRAGR","strongly agree","2018","2018",1.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","NP","no educational degree, final assessment (Primary school)","SEWNRAP","serious women don’t get raped","STRAGR","strongly agree","2018","2018",6.5,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","LSE","diploma of lower secondary education","SEWNRAP","serious women don’t get raped","STRAGR","strongly agree","2018","2018",3.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","SEWNRAP","serious women don’t get raped","STRAGR","strongly agree","2018","2018",0.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","STRAGR","strongly agree","2018","2018",0.6,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","NP","no educational degree, final assessment (Primary school)","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","STRAGR","strongly agree","2018","2018",1.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","LSE","diploma of lower secondary education","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","STRAGR","strongly agree","2018","2018",0.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","STRAGR","strongly agree","2018","2018",0.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","STRAGR","strongly agree","2018","2018",0.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","NP","no educational degree, final assessment (Primary school)","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","STRAGR","strongly agree","2018","2018",3.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","LSE","diploma of lower secondary education","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","STRAGR","strongly agree","2018","2018",1.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","STRAGR","strongly agree","2018","2018",0.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","STRAGR","strongly agree","2018","2018",2.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","NP","no educational degree, final assessment (Primary school)","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","STRAGR","strongly agree","2018","2018",6.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","LSE","diploma of lower secondary education","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","STRAGR","strongly agree","2018","2018",4.6,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","STRAGR","strongly agree","2018","2018",1.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","OACVIF","often accusations of sexual violence are false","STRAGR","strongly agree","2018","2018",1.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","NP","no educational degree, final assessment (Primary school)","OACVIF","often accusations of sexual violence are false","STRAGR","strongly agree","2018","2018",2.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","LSE","diploma of lower secondary education","OACVIF","often accusations of sexual violence are false","STRAGR","strongly agree","2018","2018",2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","T","total","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","OACVIF","often accusations of sexual violence are false","STRAGR","strongly agree","2018","2018",0.5,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WPROVSEX","women can provoke sexual violence by how they dress","SOMAGR","somewhat agree","2018","2018",16.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","NP","no educational degree, final assessment (Primary school)","WPROVSEX","women can provoke sexual violence by how they dress","SOMAGR","somewhat agree","2018","2018",21.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","LSE","diploma of lower secondary education","WPROVSEX","women can provoke sexual violence by how they dress","SOMAGR","somewhat agree","2018","2018",20,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WPROVSEX","women can provoke sexual violence by how they dress","SOMAGR","somewhat agree","2018","2018",9.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","SOMAGR","somewhat agree","2018","2018",29,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","NP","no educational degree, final assessment (Primary school)","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","SOMAGR","somewhat agree","2018","2018",23,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","LSE","diploma of lower secondary education","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","SOMAGR","somewhat agree","2018","2018",27.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","SOMAGR","somewhat agree","2018","2018",27.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","SEWNRAP","serious women don’t get raped","SOMAGR","somewhat agree","2018","2018",3.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","NP","no educational degree, final assessment (Primary school)","SEWNRAP","serious women don’t get raped","SOMAGR","somewhat agree","2018","2018",7.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","LSE","diploma of lower secondary education","SEWNRAP","serious women don’t get raped","SOMAGR","somewhat agree","2018","2018",5.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","SEWNRAP","serious women don’t get raped","SOMAGR","somewhat agree","2018","2018",4.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","SOMAGR","somewhat agree","2018","2018",0.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","NP","no educational degree, final assessment (Primary school)","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","SOMAGR","somewhat agree","2018","2018",2.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","LSE","diploma of lower secondary education","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","SOMAGR","somewhat agree","2018","2018",1.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","SOMAGR","somewhat agree","2018","2018",1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","SOMAGR","somewhat agree","2018","2018",6.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","NP","no educational degree, final assessment (Primary school)","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","SOMAGR","somewhat agree","2018","2018",10.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","LSE","diploma of lower secondary education","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","SOMAGR","somewhat agree","2018","2018",8.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","SOMAGR","somewhat agree","2018","2018",5.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","SOMAGR","somewhat agree","2018","2018",12.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","NP","no educational degree, final assessment (Primary school)","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","SOMAGR","somewhat agree","2018","2018",12.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","LSE","diploma of lower secondary education","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","SOMAGR","somewhat agree","2018","2018",13.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","SOMAGR","somewhat agree","2018","2018",7.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","OACVIF","often accusations of sexual violence are false","SOMAGR","somewhat agree","2018","2018",10.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","NP","no educational degree, final assessment (Primary school)","OACVIF","often accusations of sexual violence are false","SOMAGR","somewhat agree","2018","2018",11.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","LSE","diploma of lower secondary education","OACVIF","often accusations of sexual violence are false","SOMAGR","somewhat agree","2018","2018",12.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","M","males","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","OACVIF","often accusations of sexual violence are false","SOMAGR","somewhat agree","2018","2018",7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WPROVSEX","women can provoke sexual violence by how they dress","SOMAGR","somewhat agree","2018","2018",14.5,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","WPROVSEX","women can provoke sexual violence by how they dress","SOMAGR","somewhat agree","2018","2018",29.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","WPROVSEX","women can provoke sexual violence by how they dress","SOMAGR","somewhat agree","2018","2018",20.6,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WPROVSEX","women can provoke sexual violence by how they dress","SOMAGR","somewhat agree","2018","2018",8.5,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","SOMAGR","somewhat agree","2018","2018",24.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","SOMAGR","somewhat agree","2018","2018",29.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","SOMAGR","somewhat agree","2018","2018",27.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WABLAVO","women who don’t want to have a sexual intercourse are able to avoid it","SOMAGR","somewhat agree","2018","2018",20.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","SEWNRAP","serious women don’t get raped","SOMAGR","somewhat agree","2018","2018",2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","SEWNRAP","serious women don’t get raped","SOMAGR","somewhat agree","2018","2018",8.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","SEWNRAP","serious women don’t get raped","SOMAGR","somewhat agree","2018","2018",4.1,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","SEWNRAP","serious women don’t get raped","SOMAGR","somewhat agree","2018","2018",1.4,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","SOMAGR","somewhat agree","2018","2018",0.9,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","SOMAGR","somewhat agree","2018","2018",2.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","SOMAGR","somewhat agree","2018","2018",1.7,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","HUSFNVIO","if a husband/partner forces his wife/partner to have sex against her will,it isn’t sexual violence","SOMAGR","somewhat agree","2018","2018",0.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","SOMAGR","somewhat agree","2018","2018",3.3,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","SOMAGR","somewhat agree","2018","2018",6.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","SOMAGR","somewhat agree","2018","2018",6.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WOFSREM","faced with a sexual proposal,women often say no but in reality mean yes","SOMAGR","somewhat agree","2018","2018",1.8,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","SOMAGR","somewhat agree","2018","2018",10.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","NP","no educational degree, final assessment (Primary school)","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","SOMAGR","somewhat agree","2018","2018",17.6,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","LSE","diploma of lower secondary education","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","SOMAGR","somewhat agree","2018","2018",13.6,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","CLF_ML","university diploma, bachelor’s degree, master’s degree, academy Conservatory old programme","WSVADRE","if a woman suffers sexual violence when she is affected by alcohol or drugs,she is at least partially responsible","SOMAGR","somewhat agree","2018","2018",5.2,,
"IT","Italy","P18_74_AGVIOL","people aged 18-74 years by degree of agreement with some stereotypes on sexual violence (%)","F","females","USE_IF","diploma of upper secondary education and Certification of higher technical specialisation","OACVIF","often accusations of sexual violence are false","SOMAGR","somewhat agree","2018","2018",5.4,,
