"ITTER107","Territory","TIPO_DATO_VIOLENZA","Data type","SEXISTAT1","Gender","MOTIVOPS1","Possible causes","TIME","Select time","Value","Flag Codes","Flags"
"ITD","Nord-est","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",72.8,,
"ITD","Nord-est","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",78.1,,
"ITD","Nord-est","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",75.5,,
"ITD","Nord-est","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",68.9,,
"ITD","Nord-est","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",83.4,,
"ITD","Nord-est","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",76.2,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",67.8,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",73.7,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",70.7,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",69.8,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",85.5,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",77.7,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",62,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",67.2,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",64.6,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",41.5,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",43.5,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",42.5,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",57.6,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",67.8,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",62.8,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",77.7,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",81.1,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",79.4,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",67.1,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",80.7,,
"ITDA","Trentino Alto Adige / Südtirol","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",73.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",66.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",72.4,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",69.2,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",67,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",78.1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",72,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",69,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",66.9,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",68.1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",47,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",34.8,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",41.5,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",60.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",64.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",62.2,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",77.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",82.1,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",79.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",66.6,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",81.3,,
"ITD1","Provincia Autonoma Bolzano / Bozen","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",73.2,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",68.8,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",74.5,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",71.9,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",72.3,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",90,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",81.9,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",55.9,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",67.4,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",62.1,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",36.6,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",48.8,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",43.2,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",55.3,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",69.8,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",63.1,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",77.9,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",80.4,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",79.3,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",67.5,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",80.3,,
"ITD2","Provincia Autonoma Trento","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",74.4,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",61,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",74.2,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",67.7,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",68.2,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",83.8,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",76,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",60.9,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",68.7,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",64.8,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",39.7,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",35.3,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",37.5,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",55.1,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",64.5,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",59.8,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",72.6,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",76.3,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",74.5,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",65.3,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",82.9,,
"ITD3","Veneto","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",74.1,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",70.1,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",81.1,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",75.6,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",74.5,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",87.8,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",81.2,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",59.7,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",67.8,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",63.8,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",43.3,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",48.1,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",45.7,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",51.2,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",76,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",63.7,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",78.2,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",81.5,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",79.8,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",75.1,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",82.9,,
"ITD4","Friuli-Venezia Giulia","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",79,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",66.7,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",74.2,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","DIFMAN","difficulty in managing anger","2018","2018",70.5,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","CONWPR","considering women to be property","2018","2018",71.6,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","CONWPR","considering women to be property","2018","2018",88.9,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","CONWPR","considering women to be property","2018","2018",80.3,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEGEXF","having negative experiences of family violence as a child","2018","2018",60.5,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEGEXF","having negative experiences of family violence as a child","2018","2018",72,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEGEXF","having negative experiences of family violence as a child","2018","2018",66.3,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","RELREA","religious reasons","2018","2018",39.1,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","RELREA","religious reasons","2018","2018",38.7,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","RELREA","religious reasons","2018","2018",38.9,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NOSTWEM","not standing women’s empowerment","2018","2018",58.3,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NOSTWEM","not standing women’s empowerment","2018","2018",75.3,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NOSTWEM","not standing women’s empowerment","2018","2018",66.9,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","ABDRALC","abuse of drugs or alcohol","2018","2018",70.4,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","ABDRALC","abuse of drugs or alcohol","2018","2018",78.4,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","ABDRALC","abuse of drugs or alcohol","2018","2018",74.5,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",71.8,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",84.7,,
"ITD5","Emilia-Romagna","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","T","total","NEFESUP","need to feel superior than one’s partner/wife","2018","2018",78.4,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","M","males","DIFMAN","difficulty in managing anger","2018","2018",66.9,,
"ITE","Centro (I)","P18_74_INCAUS","people aged 18-74 years by indication of some causes of intimate partner violence (per 100 persons with the same characteristics)","F","females","DIFMAN","difficulty in managing anger","2018","2018",76.6,,
